time,cash_rate_target,inflation_rate,CPI,unemployment_rate,hourly_wage_growth,Bank_Prime_Loan_rate, labor_market_condition_index,USD-AUD_exchange_rate,deposit&foreign_related_institution,M2,Financial_Market: Share_Prices,composite_consumer_confidence_percentage,Trade_balance,Producer_Price_Index_by_Commodity,Business_Investment_And_Sentiment,employment-to-population_ratio,Interaction_exchange_rate_and_share_price,Export_Price_Index,coal_price,Oil_Price_in_Europe (in USD),Interation_exchange_rate_and_oil_price,lending_to_government _in_billion
2020-05-01,0.25,1.16234276,255.848,15.1,4.1,3.25,-1.15455,0.6517,1164.6785,17762.5,305.76784,-12,-54932,188.6,0.20901,52.7,199.2689013,639.6,54.14830827,32.42238095,49.75046947,317.9
2020-06-01,0.25,1.23186673,257.004,15.7,3.9,3.25,-0.65687,0.6899,1172.13,18099.1,306.76784,-6,-49402,191.2,0.18618,54.7,211.6391328,601.9,55.00275974,40.86045455,59.22663364,339
2020-07-01,0.25,1.34690049,258.408,15.9,3.6,3.25,-1.32404,0.704,1165.5878,18248.1,307.76784,-12,-59746,193,0.15555,55.2,216.6685594,611.2,51.67220497,43.29565217,61.49950593,339
2020-08-01,0.25,1.34095578,259.366,13.9,3,3.25,-0.95782,0.7203,1152.8182,18315.1,308.76784,-20,-62136,194.3,0.16303,56.5,222.4054752,633.7,51.3825,45.08142857,62.58701731,348.9
2020-09-01,0.25,1.35099923,259.951,14.2,3.7,3.25,-0.58461,0.7224,1165.2205,18538,309.76784,-6,-58182,195.5,0.30779,56.6,223.7762876,663.6,52.00568182,41.92681818,58.03823115,350.6
2020-10-01,0.25,1.33753773,260.249,14.6,3.8,3.25,-0.42366,0.7121,1161.7327,18681.5,310.76784,5,-61075,196.5,0.3439,57.5,221.2977789,634.3,58.06948052,41.60681818,58.42833616,364.8
2020-11-01,0.11,1.37663264,260.895,14.5,3.6,3.25,-0.59915,0.727,1167.7264,18968.7,311.76784,8,-64703,198.3,0.45887,57.4,226.6552197,633.5,62.94642857,44.05,60.5914718,380
2020-12-01,0.1,1.41717038,262.005,13.8,2.9,3.25,-0.52294,0.7532,1163.768,19232.9,312.76784,12,-62022,200.5,0.50881,57.4,235.5767371,635.7,80.58979592,50.37695652,66.88390404,368.4
2021-01-01,0.1,1.37942385,262.518,15.4,3.5,3.25,-0.51606,0.7726,1160.4197,19355.4,313.76784,7,-62779,204.8,0,57.4,242.4170332,617.9,90.99535714,55.2247619,71.47911197,358.1
2021-02-01,0.1,1.42757598,263.583,14,3.6,3.25,-0.28362,0.7753,1182.1171,19502.9,314.76784,9,-66399,210.6,0,57.5,244.0395064,627.8,92.48571429,62.3625,80.43660519,357.6
2021-03-01,0.1,1.4974036,264.91,13,3,3.25,-0.11014,0.771,1219.6603,19921.7,315.76784,12,-66105,215,0,57.7,243.4570046,626.1,95.23090062,65.79608696,85.33863418,340.6
2021-04-01,0.1,1.58314707,266.752,10.9,3.1,3.25,0.20844,0.7701,1258.9532,20244.9,316.76784,19,-66529,217.9,0.16128,57.9,243.9429136,633.6,97.84767857,65.53181818,85.09520605,330.5
2021-05-01,0.1,1.57835302,268.452,10.4,3,3.25,0.40437,0.7763,1267.6177,20289.6,317.76784,13,-66621,224.9,0.46012,58,246.6831742,632.7,104.2071429,68.3752381,88.07836931,335.1
2021-06-01,0.1,1.59628851,270.664,10,3.6,3.25,0.62016,0.7643,1258.7366,20410.3,318.76784,7,-71488,228.9,0,58.1,243.6342601,676.1,132.1529221,73.51272727,96.18307899,327.7
2021-07-01,0.1,1.62481074,271.994,10.1,4.5,3.25,0.75881,0.7417,1259.3887,20561.7,319.76784,9,-69951,231.85,0.12134,58.4,237.1718069,678.5,153.1982143,74.40318182,100.3143883,316.1
2021-08-01,0.1,1.58016294,272.789,10.4,3.6,3.25,0.90611,0.7304,1263.4751,20753.2,320.76784,4,-73215,233.415,0.51687,58.6,234.2888303,658,173.5683673,70.58818182,96.64318431,316.9
2021-09-01,0.1,1.64278592,273.887,10.6,4.5,3.25,0.92614,0.7312,1273.8056,20926.6,321.76784,6,-77095,235.678,0,58.8,235.2766446,650,188.1228896,74.74954545,102.2285906,313.9
2021-10-01,0.1,1.61273952,276.434,12.3,4.3,3.25,1.08085,0.7412,1284.6705,21092.8,322.76784,5,-66942,240.465,0,59,239.235523,616,240.7321429,83.8652381,113.1479197,307
2021-11-01,0.1,1.75849648,278.799,10.1,4.1,3.25,1.23117,0.7307,1292.4549,21326.9,323.76784,5,-80153,243.287,0,59.3,236.5771607,621,177.8016234,80.89045455,110.7026886,301
2021-12-01,0.1,1.75897506,280.808,9.4,5.2,3.25,1.28945,0.7155,1253.2085,21649.5,324.76784,4,-80792,241.338,0,59.6,232.3713895,599.3,181.4739796,74.67826087,104.3721326,298.3
2022-01-01,0.1,1.7965635,282.39,10,6.1,3.25,1.41541,0.718,1248.2082,21631.7,325.76784,2,-85565,246.453,0,59.7,233.9013091,595.5,231.7601786,85.62238095,119.251227,294.6
2022-02-01,0.1,1.92112169,284.535,9.9,6.1,3.25,1.40561,0.7169,1258.3381,21584.7,326.76784,1,-87070,252.66,0,59.8,234.2598645,577.9,272.4867857,94.267,131.4925373,288.2
2022-03-01,0.1,1.94721641,287.553,9.1,5.7,3.37,1.33892,0.7374,1252.3516,21860.5,327.76784,-3,-101914,260.014,0.53604,60.1,241.6960052,625.2,353.440528,112.44,152.4816924,293
2022-04-01,0.1,2.21125412,288.764,8.7,6.3,3.5,1.30228,0.7364,1309.7383,21851,328.76784,-4,-85376,265.31,0,59.9,242.1046374,647.1,334.7182331,106.1557143,144.1549624,279.5
2022-05-01,0.33,2.37039462,291.359,8.5,6.5,3.94,1.41348,0.7041,1298.9668,21549.6,329.76784,-10,-84255,273.251,0,60,232.1895361,671.3,418.4938776,112.1136364,159.2297065,283.6
2022-06-01,0.73,2.40126382,294.996,7.5,7.4,4.38,1.37697,0.7025,1288.1715,21577,330.76784,-14,-81215,280.251,0.66283,59.9,232.3644076,642.4,427.425,117.6927273,167.5341313,287.8
2022-07-01,1.28,2.22257318,294.977,6.8,6.3,4.85,1.35344,0.6856,1293.3009,21572.4,331.76784,-16,-71040,272.274,0.79661,60,227.4600311,702.5,433.6265306,105.2528571,153.5193366,297.1
2022-08-01,1.81,2.09959153,295.209,8.4,6.3,5.5,1.38912,0.6961,1322.314,21538,332.76784,-19,-68522,269.546,0.21756,60.1,231.6396934,704.2,447.4475649,97.64304348,140.2715752,295.2
2022-09-01,2.25,2.36598926,296.341,7.6,6.5,5.73,1.34378,0.6671,1325.791,21497.7,333.76784,-16,-71217,267.898,0.36655,60.1,222.6565261,687.8,467.7836735,90.60818182,135.8239871,297.6
2022-10-01,2.58,2.37080895,297.863,7,6.3,6.25,1.13197,0.637,1296.2538,21409.1,334.76784,-16,-75266,265.061,0.2898,60,213.2471141,672.6,426.9091837,93.71857143,147.1249159,298.5
2022-11-01,2.84,2.45466999,298.648,7.2,6.5,6.95,1.13792,0.6596,1322.3499,21409.4,335.76784,-22,-62561,263.157,0.54907,59.9,221.4724673,682.8,368.2582792,90.93863636,137.8693699,300.6
2022-12-01,3.05,2.21937769,298.812,7.5,5.5,7.27,1.20841,0.6748,1331.416,21436.3,336.76784,-20,-70762,257.897,0,60.1,227.2509384,674.3,427.6869643,81.50318182,120.7812416,306.6
2023-01-01,3.1,2.28560928,300.356,8.8,6.2,7.5,1.17452,0.6955,1307.8163,21292.3,337.76784,-16,-69960,260.227,1.05738,60.2,234.9175327,639.5,404.5352041,84.08181818,120.8940592,307.5
2023-02-01,3.29,2.10573941,301.509,8.8,6.6,7.74,1.14784,0.6893,1326.1753,21138,338.76784,-22,-70521,258.669,0,60.2,233.5126721,696.9,244.2053571,83.6325,121.3296097,319.5
2023-03-01,3.54,2.25862414,301.744,8.6,6.5,7.82,1.02388,0.6676,1295.6542,21041.8,339.76784,-22,-60321,257.062,0.1677,60.4,226.82901,709.5,195.9992236,79.25652174,118.7185766,314.3
2023-04-01,3.6,2.10348814,303.032,8.7,5.1,8,1.03647,0.6688,1258.2533,20855.6,340.76784,-14,-72756,256.908,0.15942,60.4,227.9055314,718,200.6761905,83.536,124.9043062,334.2
2023-05-01,3.83,2.16281462,303.365,7.5,6.5,8.23,0.98973,0.6643,1241.9867,20719.7,341.76784,-21,-66066,253.67,0.16999,60.3,227.0363761,710.1,179.2623214,75.7473913,114.0258788,329.3
2023-06-01,4.05,1.75489679,304.003,7.5,5.3,8.25,0.90529,0.6713,1272.8906,20752.7,342.76784,-21,-64806,253.86,0.19217,60.3,230.100051,748.9,138.6316558,74.975,111.6862804,317.7
2023-07-01,4.1,2.06401319,304.628,8.2,5.3,8.29,1.07213,0.6742,1285.1265,20727.9,343.76784,-19,-64607,253.835,0.34819,60.4,231.7682777,796.9,141.0295918,80.10904762,118.8208953,311.8
2023-08-01,4.1,2.13876555,306.187,8.2,5.3,8.5,0.81495,0.6486,1267.3035,20696.4,344.76784,-19,-59631,257.68,0,60.4,223.616421,806.9,152.7925325,85.16826087,131.3109172,314.9
2023-09-01,4.1,2.22221813,307.288,7.7,5.1,8.5,0.88389,0.6425,1277.1848,20668.7,345.76784,-20,-62222,258.934,0.3764,60.4,222.1558372,817.5,168.4790816,92.67333333,144.2386511,324.9
2023-10-01,4.1,2.36266313,307.531,8.8,5.2,8.5,0.79835,0.6347,1272.8222,20627.9,346.76784,-18,-64333,255.192,0,60.3,220.093548,819.7,150.7383117,88.94772727,140.1413696,326.2
2023-11-01,4.29,2.38411387,308.024,8.9,5.1,8.5,0.85779,0.6508,1283.4057,20701,347.76784,-20,-64754,252.856,0,60.4,226.3273103,842.2,132.1193182,82.18636364,126.2851316,333
2023-12-01,4.35,2.27841034,308.742,9.5,5.4,8.5,0.8014,0.6693,1287.1067,20855.2,348.76784,-18,-64915,249.866,0,60.1,233.4303153,,149.362218,77.54095238,115.853806,349.6
2024-01-01,4.35,2.16450727,309.685,10.4,4.7,8.5,0.71132,0.6636,1294.8067,20822.3,349.76784,-19,-66399,251.306,0.53117,60.2,232.1059386,,140.8178571,79.11,119.2133816,360.6
2024-02-01,4.35,2.14620097,311.054,10,4.9,8.5,0.60003,0.6522,1306.5607,20746.9,350.76784,-14,-68870,254.926,0,60.1,228.7707852,,128.7005102,81.79571429,125.4150786,365.6
2024-03-01,4.35,2.21875271,312.23,10.5,4.7,8.5,0.65588,0.6558,1320.0956,20976,351.76784,-16,-67972,255.095,0,60.3,230.6893495,,137.7032143,84.96142857,129.553871,361.4
2024-04-01,4.35,2.34296136,313.207,9.9,6.5,8.5,0.56975,0.6507,1317.5127,20960.7,352.76784,-18,-74902,256.978,0,60.2,229.5460335,,137.4953571,88.97454545,136.7366612,367.1
2024-05-01,4.35,2.45150113,313.225,9.5,4.9,8.5,0.58064,0.6626,1337.9833,20840.6,353.76784,-18,-75306,255.453,0,60.1,234.4065708,,148.0060714,83.05391304,125.345477,360.5
2024-06-01,4.35,2.36706367,313.049,8.9,4.7,8.5,0.49924,0.6642,1319.2934,20957.2,354.76784,-16,-73016,256.015,0,60.1,235.6367993,,143.5092857,82.9175,124.8381512,373
2024-07-01,4.35,2.36818604,313.534,9.4,4.5,8.5,0.52502,0.6673,1297.3476,20987.2,355.76784,-17,-78791,257.485,0,60,237.4038796,,141.9942857,84.04869565,125.9533878,379.5
2024-08-01,4.35,2.16406862,314.121,,4.7,8.5,0.53366,0.6658,1311.167,20900.2,356.76784,-15,-77865,255.613,0.32292,60,237.5360279,,154.2,79.01863636,118.6822415,394.8
